SKUÉRÅ[Éh,ç›å…êîó 
290320000309199,0
232510001213619,0
210510030394002,0
210510030394032,0
245510000549232,0
245510000549275,0
245510000549319,0
240550001323624,0
241550001323612,0
260550010309372,1
260550010309378,0
245550000309378,0
260550020309302,1
260550020309319,0
210510022079224,0
210510022079319,0
245510021213619,0
