SKUÉRÅ[Éh,ç›å…êîó 
530450120523026,0
190420022010000,9
130510070394612,5
130510050394802,1
130510050394868,0
130510050394819,0
130553080523202,3
130553080523212,3
130553080523221,4
130553080523245,0
130553080523278,7
182512001420028,5
182512001420078,14
121553000524821,0
121553000524857,1
121553000524834,1
121553000524875,1
121553000524819,3
182512040270019,3
182512091860074,3
182512091860077,11
131510010395021,0
131516000394802,0
131516000394868,0
131516000394819,0
131516010379578,1
131516000814878,0
131516000814819,0
110550030399568,0
160514010259405,0
160514020259478,0
160514030259478,1
185510002145921,2
185510012146077,1
184510002270028,3
184510002270019,5
184510012270068,2
184510012270078,2
111552000393972,0
160553000524872,0
160553000524877,1
160553000524818,1
160553000524878,0
121553020524878,1
185553000520002,1
185553000520072,1
185553000520075,1
185553000520078,1
